name,country,calories,fat,carbs,protein,avg_rating,prep_time,cook_time,total_time,servings,pct_fat,pct_carbs,pct_protein
Glogi,Scandinavian,291.0,2.0,55.0,2.0,4.0,5,10,15,8.0,0.061855670103092786,0.7560137457044673,0.027491408934707903
Vietnamese Style Vegetarian Curry Soup,Vietnamese,479.0,27.0,51.0,16.0,4.4,30,90,120,8.0,0.5073068893528184,0.42588726513569936,0.1336116910229645
Greek Orzo Salad,Greek,393.0,13.0,57.0,14.0,4.6,15,10,85,6.0,0.29770992366412213,0.5801526717557252,0.14249363867684478
Easy Cajun Jambalaya,Cajun and Creole,488.0,14.0,59.0,29.0,4.5,15,30,45,6.0,0.2581967213114754,0.48360655737704916,0.23770491803278687
Thai Coffee,Thai,64.0,2.0,11.0,2.0,3.5,5,5,10,2.0,0.28125,0.6875,0.125
Suspiro Limeño,Peruvian,401.0,12.0,62.0,12.0,4.1,15,30,225,6.0,0.26932668329177056,0.6184538653366584,0.11970074812967581
Brazilian Carrot Cake,Brazilian,529.0,23.0,78.0,6.0,4.5,20,40,60,12.0,0.391304347826087,0.5897920604914934,0.045368620037807186
Bougatsa,Greek,842.0,55.0,73.0,14.0,5.0,35,45,110,12.0,0.5878859857482185,0.34679334916864607,0.0665083135391924
Greek Lentil Soup (Fakes),Greek,357.0,16.0,40.0,16.0,4.6,10,60,70,4.0,0.40336134453781514,0.4481792717086835,0.1792717086834734
Pannukakku (Finnish Oven Pancake),Finnish,220.0,10.0,28.0,5.0,4.0,10,30,40,12.0,0.4090909090909091,0.509090909090909,0.09090909090909091
German Marble Cake,German,346.0,15.0,46.0,6.0,4.3,0,0,0,14.0,0.3901734104046243,0.5317919075144508,0.06936416184971098
Sheet Pan General Tso's Chicken and Broccoli,Chinese,553.0,27.0,54.0,24.0,4.7,10,20,30,4.0,0.4394213381555154,0.39059674502712477,0.1735985533453888
Potato Plum Dumplings,Austrian,326.0,10.0,53.0,7.0,4.6,35,20,175,12.0,0.27607361963190186,0.6503067484662577,0.08588957055214724
Homemade Phyllo (or Filo) Dough,Greek,178.0,3.0,33.0,4.0,4.7,30,0,150,8.0,0.15168539325842698,0.7415730337078652,0.0898876404494382
Portuguese Pork and Clams,Portuguese,557.0,20.0,48.0,35.0,4.3,0,0,0,4.0,0.3231597845601436,0.34470377019748655,0.2513464991023339
Yaki Mandu (Korean Dumplings),Korean,125.0,6.0,12.0,6.0,4.7,30,15,45,25.0,0.432,0.384,0.192
South African Malvapoeding (Marshmallow Pudding),South African,396.0,22.0,48.0,4.0,4.6,20,60,80,10.0,0.5,0.48484848484848486,0.04040404040404041
Best Bobotie,South African,375.0,27.0,17.0,16.0,4.4,15,95,110,8.0,0.648,0.18133333333333335,0.17066666666666666
Sesame Chicken with Broccoli,Chinese,652.0,32.0,31.0,60.0,4.5,25,20,45,4.0,0.44171779141104295,0.1901840490797546,0.36809815950920244
Aji de Gallina,Peruvian,357.0,16.0,27.0,25.0,4.2,30,50,80,12.0,0.40336134453781514,0.3025210084033613,0.2801120448179272
Spicy Korean Fried Chicken with Gochujang Sauce,Korean,398.0,8.0,52.0,29.0,4.3,10,15,40,4.0,0.18090452261306533,0.5226130653266332,0.2914572864321608
Peruvian Cilantro Rice,Peruvian,190.0,3.0,27.0,12.0,3.6,15,20,35,6.0,0.14210526315789473,0.5684210526315789,0.25263157894736843
Swedish Waffle Cookies,Swedish,335.0,26.0,23.0,2.0,5.0,30,20,50,12.0,0.6985074626865672,0.2746268656716418,0.023880597014925373
Russian Ant Hill Cake,Russian,656.0,38.0,73.0,8.0,5.0,40,15,55,10.0,0.5213414634146342,0.4451219512195122,0.04878048780487805
Cold Russian Borscht,Russian,107.0,5.0,12.0,5.0,4.4,20,60,140,6.0,0.4205607476635514,0.4485981308411215,0.18691588785046728
Swedish Nut Bars,Swedish,375.0,24.0,33.0,12.0,4.3,0,0,0,12.0,0.576,0.352,0.128
Ash Reshteh,Persian,564.0,28.0,63.0,19.0,5.0,30,75,105,6.0,0.44680851063829785,0.44680851063829785,0.1347517730496454
Cheesy Pork Taco Rice,Tex-Mex,384.0,16.0,39.0,21.0,4.7,20,35,70,6.0,0.375,0.40625,0.21875
Caldo Verde (Portuguese Green Soup),Portuguese,417.0,21.0,47.0,14.0,4.4,30,45,75,6.0,0.45323741007194246,0.45083932853717024,0.1342925659472422
Vegan Puerto Rican Empanadas,Puerto Rican,437.0,28.0,32.0,14.0,5.0,30,30,65,12.0,0.5766590389016019,0.2929061784897025,0.12814645308924486
Sausage Rolls,Australian and New Zealander,301.0,21.0,15.0,13.0,4.9,30,30,70,16.0,0.627906976744186,0.19933554817275748,0.17275747508305647
Maritime Donair Sauce,Canadian,112.0,3.0,19.0,3.0,4.9,5,0,65,6.0,0.24107142857142858,0.6785714285714286,0.10714285714285714
Rappie Pie,Canadian,733.0,9.0,104.0,58.0,4.0,60,125,185,8.0,0.11050477489768076,0.567530695770805,0.3165075034106412
German Rocks,German,179.0,9.0,23.0,3.0,4.7,15,10,25,36.0,0.45251396648044695,0.5139664804469274,0.0670391061452514
Cajun Boudin,Cajun and Creole,188.0,7.0,20.0,11.0,3.7,45,120,165,18.0,0.3351063829787234,0.425531914893617,0.23404255319148937
Colleen's Slow Cooker Jambalaya,Cajun and Creole,235.0,14.0,6.0,20.0,4.6,20,180,200,12.0,0.5361702127659574,0.10212765957446808,0.3404255319148936
Butter Tarts,Canadian,641.0,32.0,86.0,8.0,4.7,15,20,35,12.0,0.44929797191887677,0.5366614664586583,0.0499219968798752
Chocolate-Covered Matzo,Jewish,351.0,22.0,39.0,2.0,4.9,10,15,30,10.0,0.5641025641025641,0.4444444444444444,0.022792022792022793
"Eggplant, Roasted Pepper and Chicken Pitas",Israeli,492.0,18.0,60.0,23.0,4.8,30,15,45,6.0,0.32926829268292684,0.4878048780487805,0.18699186991869918
Sinigang na Bangus (Filipino Milkfish in Tamarind Broth),Filipino,291.0,7.0,38.0,23.0,4.0,20,15,35,5.0,0.21649484536082475,0.5223367697594502,0.3161512027491409
Pork Sinigang,Filipino,240.0,9.0,12.0,27.0,4.5,15,60,75,4.0,0.3375,0.2,0.45
Jamaican Rice and Peas,Jamaican,391.0,13.0,60.0,11.0,4.6,10,30,40,8.0,0.29923273657289,0.6138107416879796,0.11253196930946291
Cucumber and Avocado Sushi,Japanese,171.0,5.0,29.0,3.0,4.5,35,25,65,6.0,0.2631578947368421,0.6783625730994152,0.07017543859649122
Restaurant-Style French Onion Soup,French,792.0,38.0,77.0,31.0,4.8,20,85,105,6.0,0.4318181818181818,0.3888888888888889,0.15656565656565657
Chicken Jalfrezi,Pakistani,265.0,17.0,7.0,20.0,4.6,20,55,75,6.0,0.5773584905660377,0.10566037735849057,0.3018867924528302
Old-Time Kentucky Bacon Milk Gravy for Biscuits,Soul Food,190.0,13.0,12.0,6.0,4.6,0,25,25,6.0,0.6157894736842106,0.25263157894736843,0.12631578947368421
Cream Cheese and Crab Sushi Rolls,Japanese,444.0,8.0,80.0,11.0,4.6,20,20,40,2.0,0.16216216216216217,0.7207207207207207,0.0990990990990991
Maui Banana Cream Tube Cake,Australian and New Zealander,300.0,11.0,46.0,5.0,4.6,20,50,130,12.0,0.33,0.6133333333333333,0.06666666666666667
Shrimp Mozambique,Portuguese,349.0,16.0,29.0,16.0,4.5,10,35,45,6.0,0.41260744985673353,0.332378223495702,0.1833810888252149
Finnish Summer Soup,Finnish,563.0,21.0,83.0,19.0,4.4,10,30,40,4.0,0.33570159857904086,0.5896980461811723,0.1349911190053286
Easy Challah Bread,Jewish,211.0,4.0,37.0,7.0,4.4,25,30,160,10.0,0.17061611374407584,0.7014218009478673,0.13270142180094788
Nicole's Cajun Chicken and Sausage Jambalaya,Southern Recipes,545.0,33.0,24.0,38.0,4.8,20,75,100,10.0,0.544954128440367,0.1761467889908257,0.27889908256880735
Apple and Honey Sorbet,Israeli,188.0,0.0,51.0,1.0,4.8,60,5,245,8.0,0.0,1.0851063829787233,0.02127659574468085
Asian Garlic Beef Cubes (Vietnamese Bo Luc Lac or Shaking Beef),Vietnamese,329.0,27.0,3.0,18.0,4.0,30,5,45,6.0,0.7386018237082067,0.0364741641337386,0.2188449848024316
Tex-Mex Air Fryer Hash Browns,Tex-Mex,186.0,4.0,34.0,4.0,5.0,15,30,65,4.0,0.1935483870967742,0.7311827956989247,0.08602150537634409
Stroopwafels with Treacle,Dutch,523.0,20.0,81.0,6.0,4.7,45,1,91,12.0,0.3441682600382409,0.6195028680688337,0.045889101338432124
Japanese Tamago Egg,Japanese,63.0,4.0,3.0,4.0,4.7,15,10,25,6.0,0.5714285714285714,0.19047619047619047,0.25396825396825395
Pan-Fried Halloumi,Greek,256.0,21.0,4.0,14.0,4.5,5,10,15,4.0,0.73828125,0.0625,0.21875
Cajun Seafood Pasta,Cajun and Creole,695.0,37.0,62.0,32.0,4.8,15,30,45,6.0,0.479136690647482,0.35683453237410073,0.1841726618705036
Swedish Chocolate Balls (Chokladbollar),Scandinavian,131.0,9.0,13.0,2.0,4.8,10,5,30,16.0,0.6183206106870229,0.3969465648854962,0.061068702290076333
Vietnamese Iced Coffee,Vietnamese,129.0,3.0,22.0,3.0,4.6,5,5,10,4.0,0.20930232558139536,0.6821705426356589,0.09302325581395349
Beer Glazed Brats and Sauerkraut,German,454.0,33.0,15.0,17.0,4.5,5,40,45,4.0,0.6541850220264317,0.13215859030837004,0.14977973568281938
German Rhubarb Streusel Cake,German,322.0,15.0,42.0,4.0,4.4,20,40,90,8.0,0.4192546583850932,0.5217391304347826,0.049689440993788817
Kafta (BBQ),Lebanese,227.0,14.0,2.0,22.0,4.4,20,10,30,6.0,0.5550660792951542,0.03524229074889868,0.3876651982378855
Ashley's Chicken Katsu with Tonkatsu Sauce,Japanese,718.0,37.0,73.0,30.0,4.3,20,10,30,2.0,0.4637883008356546,0.40668523676880225,0.1671309192200557
Cinnamon Babka,Polish,276.0,12.0,38.0,5.0,5.0,30,45,235,12.0,0.391304347826087,0.5507246376811594,0.07246376811594203
Beignets,Southern Recipes,543.0,18.0,83.0,12.0,4.8,30,30,180,10.0,0.2983425414364641,0.6114180478821363,0.08839779005524862
Pomegranate Stew with Chicken (Khoresh Fesenjan),Persian,785.0,39.0,95.0,24.0,4.2,15,150,165,6.0,0.44713375796178345,0.4840764331210191,0.12229299363057325
Fatayer (Lebanese Meat Pies),Lebanese,239.0,7.0,29.0,13.0,5.0,35,25,70,16.0,0.26359832635983266,0.48535564853556484,0.2175732217573222
Hawaiian Wedding Cake,Australian and New Zealander,390.0,18.0,57.0,4.0,4.8,20,40,60,14.0,0.4153846153846154,0.5846153846153846,0.041025641025641026
Vegetarian Pho (Vietnamese Noodle Soup),Vietnamese,483.0,13.0,78.0,17.0,4.9,30,64,94,6.0,0.2422360248447205,0.6459627329192547,0.14078674948240166
Hoppin' John,Soul Food,231.0,8.0,32.0,9.0,5.0,20,20,40,6.0,0.3116883116883117,0.5541125541125541,0.15584415584415584
Basque Cake,Spanish,205.0,3.0,41.0,5.0,3.8,30,60,90,12.0,0.13170731707317074,0.8,0.0975609756097561
Hawaiian Pizza,Canadian,322.0,14.0,34.0,14.0,4.8,20,20,45,8.0,0.391304347826087,0.422360248447205,0.17391304347826086
Honey BBQ Sauce,Southern Recipes,65.0,0.0,17.0,0.0,4.9,5,25,30,16.0,0.0,1.0461538461538462,0.0
Bánh Mì,Vietnamese,657.0,25.0,85.0,24.0,4.7,30,20,50,2.0,0.3424657534246575,0.517503805175038,0.1461187214611872
Unstuffed Shells Pasta Bake,Italian,508.0,30.0,28.0,32.0,4.6,15,55,70,8.0,0.531496062992126,0.2204724409448819,0.25196850393700787
The Best Ever Classic Jewish Noodle Kugel,Jewish,313.0,11.0,47.0,8.0,4.6,10,60,70,12.0,0.31629392971246006,0.6006389776357828,0.10223642172523961
Italian Wedding Pasta Bake,Italian,570.0,34.0,44.0,24.0,4.5,15,45,70,8.0,0.5368421052631579,0.3087719298245614,0.16842105263157894
Korean Cucumber Salad,Korean,117.0,6.0,16.0,2.0,4.9,10,0,55,6.0,0.46153846153846156,0.5470085470085471,0.06837606837606838
Piña Colada Sorbet,Puerto Rican,284.0,10.0,51.0,1.0,4.7,25,0,25,8.0,0.31690140845070425,0.7183098591549296,0.014084507042253521
Caldo Verde (Portuguese Sausage Kale Soup),Portuguese,565.0,26.0,62.0,25.0,4.7,15,65,80,6.0,0.41415929203539825,0.4389380530973451,0.17699115044247787
Norwegian Christmas Cabbage,Norwegian,206.0,6.0,33.0,8.0,4.7,15,45,60,6.0,0.2621359223300971,0.6407766990291263,0.1553398058252427
Halupki (Stuffed Cabbage),Russian,468.0,30.0,22.0,28.0,4.6,45,165,210,10.0,0.5769230769230769,0.18803418803418803,0.23931623931623933
Chicken Cordon Bleu,French,419.0,19.0,13.0,46.0,4.6,10,35,45,4.0,0.4081145584725537,0.12410501193317422,0.43914081145584727
Swedish Cream,Swedish,298.0,23.0,22.0,3.0,4.6,10,10,270,6.0,0.6946308724832215,0.2953020134228188,0.040268456375838924
Famous Japanese Restaurant-Style Salad Dressing,Japanese,82.0,8.0,3.0,0.0,4.4,10,0,10,14.0,0.8780487804878049,0.14634146341463414,0.0
Matzah,Jewish,63.0,1.0,12.0,2.0,4.9,15,5,20,8.0,0.14285714285714285,0.7619047619047619,0.12698412698412698
Quince Paste,Portuguese,170.0,0.0,44.0,0.0,4.6,20,210,230,32.0,0.0,1.035294117647059,0.0
Papa a la Huancaína (Huancayo-Style Potatoes),Peruvian,586.0,37.0,46.0,20.0,4.7,20,25,45,8.0,0.568259385665529,0.31399317406143346,0.13651877133105803
German Semolina Pudding,German,259.0,5.0,41.0,12.0,4.8,5,20,25,2.0,0.17374517374517376,0.6332046332046332,0.18532818532818532
Malaysian Mango Chicken Curry,Malaysian,361.0,9.0,42.0,29.0,4.4,20,20,40,2.0,0.22437673130193905,0.46537396121883656,0.32132963988919666
Toaster Biscuits,Australian and New Zealander,196.0,4.0,34.0,6.0,3.7,15,20,80,10.0,0.1836734693877551,0.6938775510204082,0.12244897959183673
Air Fryer Pakoras,Indian,81.0,1.0,14.0,4.0,4.1,10,20,40,8.0,0.1111111111111111,0.691358024691358,0.19753086419753085
Thai Cucumber Salad,Thai,245.0,9.0,38.0,6.0,4.8,15,0,45,4.0,0.3306122448979592,0.6204081632653061,0.09795918367346938
Dolmas (Stuffed Grape Leaves),Greek,207.0,4.0,39.0,5.0,3.8,30,45,90,8.0,0.17391304347826086,0.7536231884057971,0.0966183574879227
Indian Chicken Curry (Murgh Kari),Indian,427.0,24.0,15.0,38.0,4.7,20,40,60,6.0,0.5058548009367682,0.1405152224824356,0.3559718969555035
Brazilian Black Bean Stew,Brazilian,508.0,15.0,71.0,23.0,4.7,15,30,45,6.0,0.265748031496063,0.5590551181102362,0.18110236220472442
Pochero,Filipino,959.0,52.0,59.0,64.0,4.7,20,50,70,6.0,0.4880083420229406,0.24608967674661106,0.2669447340980188
Green Onion Garlic Naan Bread,Indian,282.0,5.0,53.0,10.0,4.5,20,3,38,6.0,0.1595744680851064,0.75177304964539,0.14184397163120568
Vienna Schnitzel,Austrian,542.0,25.0,45.0,32.0,4.7,20,15,35,6.0,0.4151291512915129,0.33210332103321033,0.23616236162361623
Baked Chicken In a Sweet BBQ Sauce,Canadian,275.0,4.0,32.0,25.0,4.2,10,50,60,4.0,0.13090909090909092,0.46545454545454545,0.36363636363636365
Bobotie (South African Beef Casserole),South African,441.0,27.0,13.0,36.0,4.9,20,60,90,8.0,0.5510204081632653,0.11791383219954649,0.32653061224489793
BaumKuchen,Swiss,462.0,26.0,56.0,6.0,4.9,30,40,90,12.0,0.5064935064935064,0.48484848484848486,0.05194805194805195
Quick and Easy Thai Style Coleslaw,Thai,119.0,7.0,13.0,2.0,3.7,5,0,185,8.0,0.5294117647058824,0.4369747899159664,0.06722689075630252
Ground Beef and Cabbage,Southern Recipes,193.0,9.0,4.0,22.0,4.6,15,45,60,6.0,0.41968911917098445,0.08290155440414508,0.45595854922279794
Mexican Style Dip,Tex-Mex,239.0,18.0,5.0,13.0,4.6,15,10,25,12.0,0.6778242677824268,0.08368200836820083,0.2175732217573222
Instant Pot® Jamaican Chicken Curry,Jamaican,330.0,17.0,23.0,22.0,4.0,15,20,50,6.0,0.4636363636363636,0.2787878787878788,0.26666666666666666
Orange Chicken,Chinese,445.0,11.0,69.0,18.0,4.6,20,20,170,4.0,0.22247191011235956,0.6202247191011236,0.16179775280898875
Garlic Rice,Filipino,293.0,9.0,46.0,6.0,4.5,5,15,20,4.0,0.2764505119453925,0.6279863481228669,0.08191126279863481
Australian Damper,Australian and New Zealander,133.0,1.0,26.0,4.0,3.8,30,30,60,15.0,0.06766917293233082,0.7819548872180451,0.12030075187969924
Kringla,Norwegian,119.0,4.0,20.0,2.0,3.9,0,0,0,36.0,0.3025210084033613,0.6722689075630253,0.06722689075630252
Turkish Chicken Kebabs,Turkish,539.0,33.0,8.0,52.0,4.8,15,12,147,4.0,0.5510204081632653,0.059369202226345084,0.38589981447124305
Bengali Dhal,Bangladeshi,224.0,4.0,34.0,13.0,4.0,15,30,45,4.0,0.16071428571428573,0.6071428571428571,0.23214285714285715
Squash and Kohlrabi Empanadas,Argentinian,308.0,20.0,28.0,5.0,4.3,40,20,60,8.0,0.5844155844155844,0.36363636363636365,0.06493506493506493
Dansk Aebleskiver (Danish Doughnuts),Danish,145.0,11.0,10.0,3.0,4.5,10,45,55,48.0,0.6827586206896552,0.27586206896551724,0.08275862068965517
Indian Lassi,Indian,50.0,1.0,6.0,4.0,4.3,15,0,15,6.0,0.18,0.48,0.32
Oven Fried Okra,Soul Food,95.0,2.0,19.0,3.0,4.1,10,25,35,4.0,0.18947368421052632,0.8,0.12631578947368421
Turkish Eggs (Cilbir),Turkish,430.0,34.0,8.0,25.0,5.0,25,10,35,2.0,0.7116279069767442,0.07441860465116279,0.23255813953488372
Authentic Russian Salad 'Olivye',Russian,261.0,12.0,31.0,8.0,4.7,30,20,50,10.0,0.41379310344827586,0.47509578544061304,0.12260536398467432
Caldereta (Filipino Beef Stew),Filipino,518.0,36.0,25.0,26.0,4.0,20,65,85,6.0,0.6254826254826255,0.19305019305019305,0.20077220077220076
Apple Cake with Cream Cheese Frosting,German,284.0,15.0,36.0,3.0,4.8,15,45,60,24.0,0.4753521126760563,0.5070422535211268,0.04225352112676056
Dutch Boterkoek,Dutch,236.0,15.0,25.0,2.0,4.4,15,35,110,16.0,0.5720338983050848,0.423728813559322,0.03389830508474576
Moroccan Shabbat Fish,Israeli,278.0,12.0,6.0,36.0,4.4,20,60,80,6.0,0.38848920863309355,0.08633093525179857,0.5179856115107914
Gisela's Butternut Squash Soup,South African,245.0,9.0,43.0,5.0,4.6,25,25,50,4.0,0.3306122448979592,0.7020408163265306,0.08163265306122448
Braised Collard Greens,Soul Food,582.0,48.0,13.0,25.0,4.8,20,70,90,8.0,0.7422680412371134,0.08934707903780069,0.1718213058419244
Mom's Stovetop Pork Ribs,Brazilian,461.0,32.0,11.0,34.0,4.6,20,40,60,6.0,0.6247288503253796,0.09544468546637744,0.2950108459869848
Easy Baklava,Greek,201.0,14.0,18.0,3.0,4.8,30,50,80,36.0,0.6268656716417911,0.3582089552238806,0.05970149253731343
Chocolate Santafereño (Colombian-Style Hot Chocolate),Colombian,544.0,32.0,47.0,17.0,5.0,5,5,10,1.0,0.5294117647058824,0.34558823529411764,0.125
Portuguese Custard Tarts - Pasteis de Nata,Portuguese,336.0,18.0,39.0,5.0,4.4,20,20,40,12.0,0.48214285714285715,0.4642857142857143,0.05952380952380952
Bang Bang Chicken,Chinese,404.0,21.0,27.0,27.0,4.7,15,10,40,4.0,0.46782178217821785,0.26732673267326734,0.26732673267326734
Russian Pelmeni,Russian,212.0,7.0,25.0,11.0,4.7,60,20,140,12.0,0.2971698113207547,0.4716981132075472,0.20754716981132076
Best Vinegar Coleslaw,Amish and Mennonite,224.0,9.0,35.0,2.0,4.8,15,5,20,8.0,0.36160714285714285,0.625,0.03571428571428571
Linzer Tart Cookies,Austrian,442.0,30.0,40.0,7.0,4.8,45,10,135,12.0,0.6108597285067874,0.36199095022624433,0.06334841628959276
Jamaican Curry Chicken,Jamaican,348.0,20.0,14.0,28.0,4.7,20,30,50,6.0,0.5172413793103449,0.16091954022988506,0.3218390804597701
Pakistani Spicy Chickpeas,Pakistani,205.0,7.0,30.0,6.0,4.3,0,0,0,5.0,0.3073170731707317,0.5853658536585366,0.11707317073170732
Chilean Alfajores,Chilean,86.0,4.0,11.0,2.0,3.0,30,135,175,30.0,0.4186046511627907,0.5116279069767442,0.09302325581395349
Filipino Baked Milkfish (Baked Bangus),Filipino,394.0,16.0,14.0,50.0,4.3,15,60,75,4.0,0.36548223350253806,0.14213197969543148,0.5076142131979695
Empanada Filling,Peruvian,318.0,21.0,16.0,17.0,4.3,15,20,35,6.0,0.5943396226415094,0.20125786163522014,0.2138364779874214
Amish Friendship Chocolate Bread,Amish and Mennonite,170.0,10.0,18.0,2.0,4.4,10,60,70,24.0,0.5294117647058824,0.4235294117647059,0.047058823529411764
Sheet Pan Cajun Butter Shrimp,Cajun and Creole,339.0,23.0,2.0,31.0,5.0,15,8,23,6.0,0.6106194690265486,0.02359882005899705,0.36578171091445427
Mitzie's Beef Stroganoff,Russian,329.0,19.0,14.0,24.0,4.4,10,75,85,4.0,0.5197568389057751,0.1702127659574468,0.2917933130699088
Chinese Spareribs,Chinese,503.0,31.0,23.0,30.0,4.7,5,40,165,2.0,0.5546719681908548,0.18290258449304175,0.23856858846918488
Mulligatawny Soup,Indian,223.0,16.0,14.0,7.0,4.8,20,60,80,6.0,0.6457399103139013,0.25112107623318386,0.12556053811659193
Filipino Corned Beef and Cabbage,Filipino,398.0,29.0,9.0,25.0,4.7,10,25,35,4.0,0.6557788944723618,0.09045226130653267,0.25125628140703515
Air-Fried Peruvian Chicken Drumsticks with Green Crema,Peruvian,271.0,18.0,6.0,22.0,4.5,15,15,30,6.0,0.5977859778597786,0.08856088560885608,0.3247232472324723
Sweet Plantain Pie,Puerto Rican,643.0,33.0,76.0,20.0,4.7,30,60,100,6.0,0.4618973561430793,0.4727838258164852,0.12441679626749612
Holland Boterkoek,Dutch,219.0,11.0,29.0,2.0,4.6,10,40,50,12.0,0.4520547945205479,0.5296803652968036,0.0365296803652968
Chickpea Tikka Masala,Indian,485.0,10.0,80.0,22.0,5.0,15,20,35,4.0,0.18556701030927836,0.6597938144329897,0.18144329896907216
Potato Klubb (Norwegian Potato Dumplings),Norwegian,378.0,23.0,38.0,5.0,4.6,30,60,90,8.0,0.5476190476190477,0.4021164021164021,0.05291005291005291
Jerk Marinade Seasoning Rub,Jamaican,235.0,5.0,53.0,6.0,4.9,15,0,15,24.0,0.19148936170212766,0.902127659574468,0.10212765957446808
Thai-Style Fragrant Rice,Thai,438.0,18.0,63.0,7.0,4.1,20,30,50,4.0,0.3698630136986301,0.5753424657534246,0.0639269406392694
Rosemary Steak,Argentinian,506.0,35.0,2.0,33.0,4.3,5,20,145,4.0,0.6225296442687747,0.015810276679841896,0.2608695652173913
Puerto Rican Arroz con Pollo,Puerto Rican,491.0,23.0,41.0,26.0,4.6,30,55,85,12.0,0.4215885947046843,0.3340122199592668,0.21181262729124237
Southern Spicy Fried Chicken,Soul Food,480.0,24.0,42.0,25.0,4.3,20,15,155,10.0,0.45,0.35,0.20833333333333334
Spanish Paella,Spanish,524.0,18.0,57.0,29.0,4.7,45,45,90,6.0,0.30916030534351147,0.4351145038167939,0.22137404580152673
Italian Style No Mayo Tuna Salad,Italian,380.0,15.0,30.0,32.0,4.5,10,0,10,4.0,0.35526315789473684,0.3157894736842105,0.3368421052631579
Easy and Delicious Homemade Ricotta Cheese,Italian,158.0,8.0,13.0,8.0,4.6,10,5,40,8.0,0.45569620253164556,0.3291139240506329,0.20253164556962025
Penang Pork Satay,Malaysian,153.0,9.0,8.0,10.0,4.8,30,20,290,10.0,0.5294117647058824,0.20915032679738563,0.26143790849673204
Beef Bulgogi with Dipping Sauce,Korean,405.0,19.0,15.0,43.0,5.0,15,8,53,4.0,0.4222222222222222,0.14814814814814814,0.4246913580246914
Danish Almond Puff,Danish,424.0,26.0,42.0,6.0,4.5,15,60,120,8.0,0.5518867924528302,0.39622641509433965,0.05660377358490566
Passover Charoset,Jewish,195.0,10.0,28.0,3.0,4.8,15,0,15,8.0,0.46153846153846156,0.5743589743589743,0.06153846153846154
Russian Beet and Potato Salad,Russian,145.0,7.0,20.0,2.0,4.5,20,30,110,8.0,0.43448275862068964,0.5517241379310345,0.05517241379310345
Amish Friendship Cake,Amish and Mennonite,256.0,11.0,34.0,6.0,4.1,15,45,60,24.0,0.38671875,0.53125,0.09375
Russian Black Bread,Russian,159.0,3.0,30.0,4.0,4.6,15,180,195,12.0,0.16981132075471697,0.7547169811320755,0.10062893081761007
Chicken Bog,Soul Food,717.0,43.0,29.0,50.0,4.3,20,105,135,6.0,0.5397489539748954,0.16178521617852162,0.2789400278940028
Argentine Lentil Stew,Argentinian,266.0,4.0,46.0,13.0,4.2,15,40,55,4.0,0.13533834586466165,0.6917293233082706,0.19548872180451127
Tourtière (French Canadian Meat Pie),Canadian,485.0,32.0,31.0,18.0,4.6,20,165,195,8.0,0.5938144329896907,0.2556701030927835,0.14845360824742268
