name,country,calories,fat,carbs,protein,avg_rating,prep_time,cook_time,total_time,servings,pct_fat,pct_carbs,pct_protein
South African-Inspired Butternut Soup,South African,213.0,8.0,37.0,4.0,4.0,20,70,90,6.0,0.3380281690140845,0.6948356807511737,0.07511737089201878
Amish Friendship Banana Nut Bread,Amish and Mennonite,160.0,7.0,23.0,3.0,4.8,15,75,100,30.0,0.39375,0.575,0.075
Spring Roll Bowl,Vietnamese,574.0,32.0,38.0,38.0,4.8,25,0,25,4.0,0.5017421602787456,0.26480836236933797,0.26480836236933797
Easy Flan,Spanish,292.0,7.0,50.0,9.0,4.4,10,60,70,4.0,0.21575342465753425,0.684931506849315,0.1232876712328767
Vietnamese Spring Rolls With Dipping Sauce,Vietnamese,137.0,1.0,23.0,10.0,4.6,20,5,85,4.0,0.06569343065693431,0.6715328467153284,0.291970802919708
Sex-in-a-Pan,Canadian,251.0,16.0,25.0,3.0,4.2,25,25,140,25.0,0.5737051792828686,0.398406374501992,0.04780876494023904
Empanadas,Spanish,226.0,10.0,32.0,2.0,4.6,0,0,0,12.0,0.39823008849557523,0.5663716814159292,0.035398230088495575
CindyD's Somewhat Southern Fried Chicken,Soul Food,661.0,35.0,37.0,48.0,4.4,15,30,45,4.0,0.47655068078668683,0.22390317700453857,0.29046898638426627
Easy Chimichurri Sauce,Argentinian,167.0,17.0,3.0,1.0,5.0,15,0,90,10.0,0.9161676646706587,0.0718562874251497,0.023952095808383235
Spanakopita (Greek Spinach Pie),Greek,494.0,35.0,32.0,18.0,4.6,30,40,70,6.0,0.6376518218623481,0.2591093117408907,0.145748987854251
Copycat Wingstop Cajun Corn,Cajun and Creole,185.0,16.0,12.0,2.0,4.7,10,15,25,8.0,0.7783783783783784,0.2594594594594595,0.043243243243243246
Creamy Tuscan White Bean Skillet,Italian,603.0,20.0,81.0,34.0,4.9,10,15,25,4.0,0.29850746268656714,0.5373134328358209,0.22553897180762852
Beef Empanadas,Argentinian,535.0,22.0,66.0,23.0,4.5,45,40,145,12.0,0.37009345794392523,0.4934579439252336,0.17196261682242991
Chicken Fried Rice,Chinese,255.0,10.0,26.0,14.0,4.5,5,10,15,4.0,0.35294117647058826,0.40784313725490196,0.2196078431372549
Ash-e-jow (Iranian/Persian Barley Soup),Persian,193.0,7.0,28.0,6.0,4.4,10,120,130,8.0,0.32642487046632124,0.5803108808290155,0.12435233160621761
Portuguese Chourico Stew,Portuguese,336.0,22.0,21.0,14.0,4.5,15,60,75,6.0,0.5892857142857143,0.25,0.16666666666666666
The Best Classic Beef Stroganoff,Russian,447.0,36.0,12.0,19.0,4.5,30,40,70,6.0,0.7248322147651006,0.10738255033557047,0.17002237136465326
Arepas de Queso,Colombian,127.0,7.0,12.0,5.0,4.6,15,30,55,14.0,0.49606299212598426,0.3779527559055118,0.15748031496062992
Golden Butter Rice,Indian,161.0,12.0,13.0,1.0,4.8,5,20,35,8.0,0.6708074534161491,0.32298136645962733,0.024844720496894408
German Pork Chops and Sauerkraut,German,363.0,10.0,39.0,29.0,4.5,15,55,70,8.0,0.24793388429752067,0.4297520661157025,0.31955922865013775
Provencal White Beans,French,219.0,10.0,25.0,9.0,5.0,10,40,50,8.0,0.410958904109589,0.45662100456621,0.1643835616438356
Southern Grits Casserole,Soul Food,403.0,30.0,17.0,17.0,4.5,15,50,65,16.0,0.6699751861042184,0.1687344913151365,0.1687344913151365
Spinach Quiche with Chicken,Tex-Mex,352.0,28.0,13.0,12.0,4.8,20,35,70,8.0,0.7159090909090909,0.14772727272727273,0.13636363636363635
Avocado-Lime Shrimp Salad (Ensalada de Camarones con Aguacate y Limon),Cuban,301.0,17.0,19.0,23.0,4.6,25,0,25,6.0,0.5083056478405316,0.25249169435215946,0.30564784053156147
Blinis,Russian,269.0,14.0,21.0,14.0,4.0,10,32,57,8.0,0.4684014869888476,0.31226765799256506,0.20817843866171004
Panang Curry with Chicken,Thai,596.0,51.0,19.0,22.0,4.7,15,20,35,4.0,0.7701342281879194,0.12751677852348994,0.1476510067114094
Wasabi Shrimp Sushi Cups,Japanese,92.0,4.0,9.0,5.0,5.0,10,20,50,8.0,0.391304347826087,0.391304347826087,0.21739130434782608
Garlic Chicken Fried Chicken,Soul Food,391.0,11.0,37.0,33.0,4.6,20,15,35,4.0,0.2531969309462916,0.37851662404092073,0.3375959079283887
"Chard Lentil Soup, Lebanese-Style",Lebanese,361.0,14.0,51.0,11.0,4.4,15,35,50,8.0,0.3490304709141274,0.5650969529085873,0.12188365650969529
Southern Grilled BBQ Ribs,Southern Recipes,519.0,36.0,25.0,25.0,4.9,15,85,100,8.0,0.6242774566473989,0.1926782273603083,0.1926782273603083
Cuban Chicken Sandwich,Cuban,661.0,19.0,64.0,54.0,5.0,15,10,145,4.0,0.2586989409984871,0.38729198184568836,0.3267776096822995
Louisiana Crawfish Boil,Cajun and Creole,541.0,22.0,38.0,51.0,4.8,30,60,90,10.0,0.3659889094269871,0.2809611829944547,0.37707948243992606
Red Lentil Curry,Indian,192.0,3.0,33.0,12.0,4.5,10,40,50,8.0,0.140625,0.6875,0.25
Pan de Queso (Brazilian Cheese Buns),Brazilian,69.0,4.0,8.0,2.0,4.5,20,25,55,24.0,0.5217391304347826,0.463768115942029,0.11594202898550725
Cuban-Style Yuca,Cuban,268.0,9.0,43.0,6.0,4.4,10,15,25,6.0,0.30223880597014924,0.6417910447761194,0.08955223880597014
Chef John's Chimichurri Sauce,Argentinian,255.0,27.0,3.0,1.0,4.8,15,0,15,4.0,0.9529411764705882,0.047058823529411764,0.01568627450980392
Chinese Broccoli,Chinese,101.0,4.0,15.0,1.0,4.3,10,10,20,4.0,0.3564356435643564,0.594059405940594,0.039603960396039604
Beef Stroganoff with Ground Beef,Russian,495.0,38.0,14.0,24.0,4.2,10,20,30,4.0,0.6909090909090909,0.11313131313131314,0.19393939393939394
Keema Aloo (Ground Beef and Potatoes),Indian,362.0,18.0,23.0,26.0,4.6,20,55,80,8.0,0.44751381215469616,0.2541436464088398,0.287292817679558
Stroopwaffels I,Dutch,602.0,32.0,75.0,6.0,4.9,0,0,0,12.0,0.47840531561461797,0.4983388704318937,0.03986710963455149
Perfect Sushi Rice,Japanese,112.0,1.0,24.0,2.0,4.4,5,20,25,15.0,0.08035714285714286,0.8571428571428571,0.07142857142857142
Cilantro and Garlic Potatoes,Lebanese,250.0,12.0,33.0,4.0,4.2,10,20,30,8.0,0.432,0.528,0.064
Malaysian Barbecue Chicken Wings,Malaysian,755.0,54.0,7.0,58.0,4.4,0,0,0,2.0,0.6437086092715232,0.03708609271523179,0.3072847682119205
Bûche de Noël,French,276.0,18.0,28.0,5.0,4.7,45,15,90,12.0,0.5869565217391305,0.4057971014492754,0.07246376811594203
Country Ham and Biscuits,Southern Recipes,656.0,40.0,57.0,16.0,5.0,0,0,45,6.0,0.5487804878048781,0.3475609756097561,0.0975609756097561
Polish Cabbage Noodles,Polish,570.0,23.0,79.0,16.0,4.5,0,0,0,5.0,0.3631578947368421,0.5543859649122806,0.11228070175438597
Omelet in a Bag,French,484.0,34.0,8.0,38.0,4.5,10,20,30,1.0,0.6322314049586777,0.06611570247933884,0.3140495867768595
Portuguese Sausage Soup,Portuguese,448.0,27.0,32.0,21.0,5.0,15,30,45,8.0,0.5424107142857143,0.2857142857142857,0.1875
Norwegian Potato Flatbread (Lefse),Norwegian,139.0,5.0,21.0,3.0,4.9,20,95,295,8.0,0.3237410071942446,0.60431654676259,0.08633093525179857
Teriyaki Rib Eye Steaks,Japanese,297.0,18.0,14.0,20.0,4.6,10,15,145,2.0,0.5454545454545454,0.18855218855218855,0.26936026936026936
Jamaican Fried Dumplings,Jamaican,472.0,20.0,64.0,9.0,4.3,10,10,20,6.0,0.3813559322033898,0.5423728813559322,0.07627118644067797
Apple Matzo Kugel,Jewish,240.0,9.0,38.0,4.0,4.7,10,45,60,8.0,0.3375,0.6333333333333333,0.06666666666666667
Quick Chinese-Style Vermicelli (Rice Noodles),Chinese,271.0,7.0,48.0,2.0,4.1,5,10,15,4.0,0.23247232472324722,0.7084870848708487,0.02952029520295203
Zimbabwean Chicken and Vegetable Soup,South African,266.0,15.0,24.0,12.0,4.7,30,90,120,6.0,0.5075187969924813,0.3609022556390977,0.18045112781954886
Swedish Ground Almond Spritz Cookies,Swedish,84.0,5.0,9.0,1.0,4.2,45,35,80,48.0,0.5357142857142857,0.42857142857142855,0.047619047619047616
Green Beans in Seasoned Tomato Sauce,Lebanese,72.0,4.0,10.0,2.0,3.3,15,35,50,8.0,0.5,0.5555555555555556,0.1111111111111111
Jag (Portuguese Rice and Beans),Portuguese,562.0,34.0,45.0,19.0,4.8,15,35,50,8.0,0.5444839857651246,0.3202846975088968,0.13523131672597866
Anzac Biscuits (Australian Coconut-Oat Cookies),Australian and New Zealander,222.0,10.0,33.0,2.0,4.6,20,20,40,12.0,0.40540540540540543,0.5945945945945946,0.036036036036036036
My Big Fat Greek Salad,Greek,352.0,32.0,13.0,6.0,4.9,20,0,70,4.0,0.8181818181818182,0.14772727272727273,0.06818181818181818
Filipino-Style Congee (Lugaw),Filipino,552.0,15.0,80.0,22.0,4.0,25,51,76,4.0,0.24456521739130435,0.5797101449275363,0.15942028985507245
Pani PoPo,Australian and New Zealander,221.0,9.0,33.0,4.0,5.0,5,20,60,12.0,0.3665158371040724,0.5972850678733032,0.07239819004524888
Japanese-Style Ginger Salad Dressing,Japanese,170.0,18.0,3.0,1.0,4.2,5,0,5,12.0,0.9529411764705882,0.07058823529411765,0.023529411764705882
Sweet Potato Latkes,Jewish,217.0,5.0,37.0,8.0,4.6,15,20,35,4.0,0.2073732718894009,0.6820276497695853,0.14746543778801843
Laura's Famous Aebleskiver,Danish,330.0,5.0,54.0,15.0,4.6,10,5,15,4.0,0.13636363636363635,0.6545454545454545,0.18181818181818182
Ground Beef Stroganoff Casserole,Russian,298.0,11.0,29.0,18.0,4.4,15,50,65,8.0,0.33221476510067116,0.38926174496644295,0.24161073825503357
The Best Thai Peanut Sauce,Thai,160.0,14.0,6.0,7.0,3.9,15,0,15,16.0,0.7875,0.15,0.175
Authentic Filipino Pancit,Filipino,390.0,17.0,42.0,17.0,5.0,15,45,60,6.0,0.3923076923076923,0.4307692307692308,0.17435897435897435
Quick Banana Nut Cake,Amish and Mennonite,273.0,12.0,38.0,4.0,3.0,15,30,45,12.0,0.3956043956043956,0.5567765567765568,0.05860805860805861
Kielbasa and Cabbage,Polish,343.0,27.0,12.0,14.0,4.6,10,30,40,6.0,0.7084548104956269,0.13994169096209913,0.16326530612244897
Authentic Chicken Empanadas (Empanadas de Pollo),Puerto Rican,280.0,14.0,25.0,13.0,4.3,35,35,70,12.0,0.45,0.35714285714285715,0.18571428571428572
Brazilian Chicken with Coconut Milk,Brazilian,345.0,20.0,12.0,29.0,4.3,15,30,45,4.0,0.5217391304347826,0.1391304347826087,0.336231884057971
Vietnamese Fresh Spring Rolls,Vietnamese,82.0,1.0,16.0,3.0,4.7,45,5,50,8.0,0.10975609756097561,0.7804878048780488,0.14634146341463414
Chicken Madras,Indian,423.0,22.0,18.0,38.0,4.7,20,40,60,4.0,0.46808510638297873,0.1702127659574468,0.35933806146572106
Indian Summer Raspberry Peach Sangria,Spanish,175.0,0.0,22.0,1.0,5.0,10,0,10,8.0,0.0,0.5028571428571429,0.022857142857142857
Sinigang na Baka,Filipino,304.0,20.0,15.0,18.0,4.6,15,45,60,6.0,0.5921052631578947,0.19736842105263158,0.23684210526315788
Ratatouille Bake,French,188.0,8.0,22.0,10.0,4.6,15,45,60,6.0,0.3829787234042553,0.46808510638297873,0.2127659574468085
Bistro-Style Steak,French,800.0,60.0,3.0,53.0,4.0,10,15,170,2.0,0.675,0.015,0.265
Pork Lo Mein,Chinese,415.0,11.0,55.0,26.0,4.5,15,15,30,4.0,0.2385542168674699,0.5301204819277109,0.25060240963855424
Maja Blanca,Filipino,289.0,24.0,21.0,3.0,5.0,15,30,165,12.0,0.7474048442906575,0.2906574394463668,0.04152249134948097
French Apple Cake,French,287.0,13.0,38.0,3.0,4.9,30,45,105,8.0,0.4076655052264808,0.5296167247386759,0.041811846689895474
Jerk Chicken Pizza,Jamaican,358.0,17.0,30.0,23.0,4.3,20,40,60,6.0,0.4273743016759777,0.33519553072625696,0.2569832402234637
Quindim,Brazilian,187.0,7.0,30.0,2.0,4.0,10,30,70,8.0,0.33689839572192515,0.6417112299465241,0.0427807486631016
Milk Flitcher Pie,Amish and Mennonite,358.0,11.0,63.0,3.0,4.1,5,30,35,8.0,0.276536312849162,0.7039106145251397,0.0335195530726257
Solianka (Russian Beef Soup),Russian,478.0,30.0,27.0,25.0,4.8,25,40,85,6.0,0.5648535564853556,0.22594142259414227,0.20920502092050208
Swedish Nuts,Swedish,298.0,26.0,17.0,3.0,4.7,15,30,45,16.0,0.785234899328859,0.22818791946308725,0.040268456375838924
Broa (Portuguese Cornbread),Portuguese,257.0,4.0,47.0,7.0,3.2,15,35,260,10.0,0.14007782101167315,0.7315175097276264,0.10894941634241245
Air Fryer Spanakopita,Greek,118.0,7.0,11.0,4.0,4.3,40,15,55,24.0,0.5338983050847458,0.3728813559322034,0.13559322033898305
Moist Herman Coffee Cake,Amish and Mennonite,204.0,10.0,27.0,2.0,3.7,0,0,0,36.0,0.4411764705882353,0.5294117647058824,0.0392156862745098
Matzoh Ball Soup,Jewish,583.0,39.0,10.0,45.0,4.1,40,210,270,8.0,0.6020583190394511,0.0686106346483705,0.30874785591766724
Moussaka,Greek,567.0,39.0,29.0,24.0,4.6,45,60,105,8.0,0.6190476190476191,0.20458553791887124,0.1693121693121693
Swedish Meatballs with Creamy Dill Sauce,Scandinavian,417.0,28.0,14.0,26.0,4.5,25,25,60,6.0,0.60431654676259,0.1342925659472422,0.24940047961630696
Thai Fried Rice with Pineapple and Chicken,Thai,267.0,10.0,30.0,13.0,4.3,10,20,30,6.0,0.33707865168539325,0.449438202247191,0.1947565543071161
Rollkuchen (Mennonite Fritters),Amish and Mennonite,80.0,4.0,9.0,2.0,4.1,15,15,30,16.0,0.45,0.45,0.1
Instant Pot Galbi (Korean-Style Short Ribs),Korean,657.0,47.0,31.0,25.0,4.4,20,55,145,6.0,0.6438356164383562,0.1887366818873668,0.15220700152207
Bánh Xèo (Vietnamese Crêpes),Vietnamese,788.0,22.0,107.0,45.0,4.2,20,10,30,4.0,0.2512690355329949,0.5431472081218274,0.22842639593908629
Mixed Vegetable Curry,Indian,244.0,10.0,34.0,6.0,5.0,15,40,55,4.0,0.36885245901639346,0.5573770491803278,0.09836065573770492
Nanaimo Bars,Canadian,311.0,20.0,34.0,3.0,4.7,30,0,30,16.0,0.5787781350482315,0.43729903536977494,0.03858520900321544
General Tao Chicken,Chinese,522.0,27.0,35.0,35.0,4.4,25,25,50,6.0,0.46551724137931033,0.2681992337164751,0.2681992337164751
Perfect Mixed Greens,Soul Food,174.0,11.0,17.0,6.0,4.3,20,45,75,12.0,0.5689655172413793,0.39080459770114945,0.13793103448275862
Kaiserschmarrn,Austrian,507.0,16.0,70.0,14.0,4.6,45,15,60,4.0,0.28402366863905326,0.5522682445759369,0.11045364891518737
Korean-Style Salad Dressing,Korean,66.0,5.0,4.0,1.0,4.6,5,0,5,8.0,0.6818181818181818,0.24242424242424243,0.06060606060606061
Russian Cheese Salad,Russian,134.0,10.0,2.0,10.0,4.5,5,0,5,8.0,0.6716417910447762,0.05970149253731343,0.29850746268656714
Amish Bread,Amish and Mennonite,58.0,5.0,4.0,0.0,4.7,5,55,300,12.0,0.7758620689655172,0.27586206896551724,0.0
Roasted Okra,Soul Food,65.0,5.0,6.0,2.0,4.7,5,10,15,3.0,0.6923076923076923,0.36923076923076925,0.12307692307692308
Chakalaka,South African,101.0,4.0,16.0,3.0,4.0,15,20,35,4.0,0.3564356435643564,0.6336633663366337,0.1188118811881188
Mexican Layered Dip,Tex-Mex,195.0,13.0,13.0,7.0,4.7,10,0,130,10.0,0.6,0.26666666666666666,0.14358974358974358
Prawn Malai Curry,Bangladeshi,343.0,21.0,14.0,25.0,4.5,20,20,40,4.0,0.5510204081632653,0.16326530612244897,0.2915451895043732
Indian Style Basmati Rice,Indian,216.0,5.0,39.0,4.0,4.7,0,35,50,6.0,0.20833333333333334,0.7222222222222222,0.07407407407407407
Gajar Ka Halwa (Carrot Halwa),Indian,459.0,14.0,80.0,9.0,5.0,10,90,100,8.0,0.27450980392156865,0.6971677559912854,0.0784313725490196
Authentic Greek Moussaka,Greek,617.0,44.0,33.0,26.0,4.7,30,95,170,8.0,0.6418152350081038,0.21393841166936792,0.1685575364667747
Mild Coconut Tofu Curry,Malaysian,700.0,49.0,45.0,31.0,3.8,15,30,45,4.0,0.63,0.2571428571428571,0.17714285714285713
Authentic Chicken Tikka Masala,Indian,403.0,25.0,21.0,27.0,4.7,35,55,210,4.0,0.5583126550868487,0.20843672456575682,0.2679900744416873
Pakistani Chapli Kebab,Pakistani,312.0,21.0,8.0,22.0,4.5,30,10,40,4.0,0.6057692307692307,0.10256410256410256,0.28205128205128205
Cap Cai,Indonesian,250.0,12.0,19.0,19.0,4.3,20,25,45,4.0,0.432,0.304,0.304
Air Fryer Spanish Tortilla,Spanish,222.0,12.0,17.0,12.0,5.0,10,40,50,4.0,0.4864864864864865,0.3063063063063063,0.21621621621621623
Beef and Cabbage (Lazy Golumpki),Polish,287.0,10.0,37.0,14.0,4.4,15,80,95,8.0,0.313588850174216,0.5156794425087108,0.1951219512195122
Chi Chi Dango,Japanese,125.0,3.0,25.0,1.0,4.7,15,60,105,36.0,0.216,0.8,0.032
Vegan Turkish Baked Eggplant,Turkish,257.0,19.0,22.0,5.0,4.5,20,40,90,4.0,0.6653696498054474,0.3424124513618677,0.07782101167315175
Crawfish Salad,Cajun and Creole,171.0,6.0,9.0,19.0,4.0,15,0,15,4.0,0.3157894736842105,0.21052631578947367,0.4444444444444444
California Style Israeli Salad,Israeli,100.0,7.0,9.0,2.0,4.3,15,0,15,6.0,0.63,0.36,0.08
Red Wine Reduction Sauce,French,152.0,10.0,4.0,1.0,4.4,5,15,20,4.0,0.5921052631578947,0.10526315789473684,0.02631578947368421
Chef John's Chicken Lazone,Cajun and Creole,411.0,25.0,6.0,39.0,4.8,10,20,90,4.0,0.5474452554744526,0.058394160583941604,0.3795620437956204
Sufganiyot,Jewish,720.0,40.0,76.0,14.0,4.6,50,10,60,6.0,0.5,0.4222222222222222,0.07777777777777778
Tex-Mex Pantry Casserole,Tex-Mex,411.0,18.0,43.0,21.0,4.7,10,35,45,4.0,0.39416058394160586,0.41849148418491483,0.20437956204379562
Mediterranean Meat Pies (Sfeeha),Lebanese,412.0,29.0,26.0,13.0,4.6,20,15,80,18.0,0.633495145631068,0.2524271844660194,0.1262135922330097
Octopus in Tomato Sauce,Spanish,499.0,12.0,44.0,45.0,4.5,30,60,90,4.0,0.21643286573146292,0.3527054108216433,0.36072144288577157
Moqueca de Peixe Baiana (Brazilian Fish Stew),Brazilian,454.0,34.0,16.0,25.0,4.3,25,25,80,4.0,0.6740088105726872,0.14096916299559473,0.22026431718061673
Spanish Gazpacho,Spanish,104.0,7.0,9.0,2.0,4.9,20,0,20,8.0,0.6057692307692307,0.34615384615384615,0.07692307692307693
Beef Empanadas with Olives and Raisins,Argentinian,424.0,18.0,48.0,20.0,4.0,30,35,80,10.0,0.38207547169811323,0.4528301886792453,0.18867924528301888
Puerto Rican Rice and Beans (Arroz con Gandules),Puerto Rican,256.0,4.0,47.0,7.0,4.0,10,40,60,8.0,0.140625,0.734375,0.109375
Favorite Fry Bread Tacos,Canadian,696.0,41.0,51.0,33.0,4.2,20,20,40,6.0,0.5301724137931034,0.29310344827586204,0.1896551724137931
German Anise Christmas Cookies (Springerle),German,115.0,1.0,25.0,2.0,3.0,0,0,0,36.0,0.0782608695652174,0.8695652173913043,0.06956521739130435
Russian Potato Salad,Russian,478.0,28.0,43.0,15.0,4.6,25,25,50,10.0,0.5271966527196653,0.3598326359832636,0.12552301255230125
Apples in Pajamas,Israeli,232.0,14.0,25.0,3.0,4.0,15,15,30,8.0,0.5431034482758621,0.43103448275862066,0.05172413793103448
Oladi (Russian Kefir Pancakes),Russian,214.0,6.0,33.0,6.0,4.8,5,15,20,4.0,0.2523364485981308,0.616822429906542,0.11214953271028037
Raisin Butter Tarts,Canadian,368.0,15.0,54.0,4.0,3.9,0,0,0,14.0,0.36684782608695654,0.5869565217391305,0.043478260869565216
Spicy Tuna Rolls,Japanese,344.0,13.0,39.0,17.0,5.0,30,0,30,4.0,0.34011627906976744,0.45348837209302323,0.19767441860465115
Gluten-Free Sandwich Cookies with Dulce de Leche (Alfajores),Argentinian,222.0,10.0,31.0,2.0,5.0,25,10,65,24.0,0.40540540540540543,0.5585585585585585,0.036036036036036036
Swedish Apple Pie,Scandinavian,386.0,23.0,45.0,3.0,4.7,15,65,80,8.0,0.5362694300518135,0.46632124352331605,0.031088082901554404
Hearty Portuguese Bean Soup,Portuguese,268.0,13.0,26.0,13.0,4.5,10,160,170,12.0,0.43656716417910446,0.3880597014925373,0.19402985074626866
Crunchies,Australian and New Zealander,122.0,7.0,15.0,1.0,4.3,0,0,0,30.0,0.5163934426229508,0.4918032786885246,0.03278688524590164
Gramma's Date Squares,Canadian,363.0,13.0,64.0,4.0,4.7,25,25,50,12.0,0.32231404958677684,0.7052341597796143,0.0440771349862259
Ants Climbing a Tree Glass Noodles,Chinese,860.0,37.0,82.0,49.0,5.0,10,20,30,2.0,0.3872093023255814,0.3813953488372093,0.22790697674418606
Thera's Canadian Fried Dough,Canadian,284.0,10.0,46.0,6.0,4.8,30,20,115,20.0,0.31690140845070425,0.647887323943662,0.08450704225352113
Polish Sauerkraut and Carrot Salad,Polish,235.0,14.0,27.0,2.0,4.9,15,0,45,4.0,0.5361702127659574,0.4595744680851064,0.03404255319148936
Cheater Pierogi,Russian,499.0,28.0,38.0,23.0,4.4,45,75,130,10.0,0.5050100200400801,0.3046092184368738,0.1843687374749499
Old Charleston-Style Shrimp and Grits,Southern Recipes,618.0,44.0,16.0,39.0,4.9,30,45,75,8.0,0.6407766990291263,0.10355987055016182,0.2524271844660194
Nana's Beef Stroganoff,Russian,514.0,34.0,14.0,35.0,4.6,20,140,160,4.0,0.5953307392996109,0.10894941634241245,0.2723735408560311
German Rouladen,German,264.0,17.0,8.0,19.0,4.6,20,70,90,6.0,0.5795454545454546,0.12121212121212122,0.2878787878787879
Boterkoek (Dutch Butter Cake),Dutch,264.0,13.0,34.0,3.0,4.8,20,30,50,16.0,0.4431818181818182,0.5151515151515151,0.045454545454545456
Siopao (Filipino Steamed Buns),Filipino,153.0,4.0,26.0,3.0,4.3,30,0,105,16.0,0.23529411764705882,0.6797385620915033,0.0784313725490196
Brazilian Style Chocolate Pudding,Brazilian,163.0,5.0,24.0,5.0,3.8,5,10,20,10.0,0.27607361963190186,0.588957055214724,0.12269938650306748
Tembleque Puerto Rican Coconut Pudding,Puerto Rican,395.0,28.0,39.0,3.0,4.8,10,5,195,6.0,0.6379746835443038,0.3949367088607595,0.030379746835443037
Chocolate Babka,Jewish,378.0,20.0,46.0,6.0,4.9,40,25,165,10.0,0.47619047619047616,0.48677248677248675,0.06349206349206349
Karelian Pies (Karjalanpiirakka),Finnish,106.0,3.0,17.0,3.0,4.6,30,55,85,16.0,0.25471698113207547,0.6415094339622641,0.11320754716981132
A Number-One Egg Bread,Australian and New Zealander,214.0,9.0,27.0,6.0,4.5,25,40,205,18.0,0.37850467289719625,0.5046728971962616,0.11214953271028037
Lumpia in the Air Fryer,Filipino,98.0,6.0,7.0,5.0,4.6,15,30,45,16.0,0.5510204081632653,0.2857142857142857,0.20408163265306123
Greek-Style Potatoes,Greek,418.0,19.0,59.0,7.0,4.6,20,90,110,4.0,0.4090909090909091,0.5645933014354066,0.06698564593301436
Amish Baked Oatmeal,Amish and Mennonite,375.0,18.0,50.0,7.0,4.9,10,25,35,8.0,0.432,0.5333333333333333,0.07466666666666667
Shakshuka,Israeli,209.0,15.0,13.0,8.0,4.8,20,20,40,4.0,0.645933014354067,0.24880382775119617,0.15311004784688995
Deep Fried Corn Meal Sticks (Sorullitos de Maiz) with Dipping Sauce,Puerto Rican,421.0,30.0,37.0,3.0,4.8,30,30,60,6.0,0.6413301662707839,0.3515439429928741,0.028503562945368172
Speculaas Cookies or Spicy Sinterklass Cakes,Danish,97.0,5.0,11.0,1.0,3.9,15,15,90,30.0,0.4639175257731959,0.4536082474226804,0.041237113402061855
Stewed Cabbage,Polish,200.0,12.0,23.0,4.0,4.6,15,40,55,4.0,0.54,0.46,0.08
"Filipino Steamed Rice, Cebu Style",Filipino,466.0,26.0,34.0,22.0,4.0,10,45,75,4.0,0.5021459227467812,0.2918454935622318,0.1888412017167382
Sweet Polish Sausage,Polish,837.0,62.0,41.0,28.0,4.5,60,60,120,4.0,0.6666666666666666,0.1959378733572282,0.13381123058542413
Austrian Jam Cookies,Austrian,88.0,4.0,13.0,1.0,3.9,0,0,0,36.0,0.4090909090909091,0.5909090909090909,0.045454545454545456
Chef John's Quick Cassoulet,French,906.0,44.0,72.0,54.0,4.8,20,45,85,4.0,0.4370860927152318,0.31788079470198677,0.23841059602649006
Kimberly's Curried Deviled Eggs,Amish and Mennonite,73.0,6.0,1.0,3.0,4.0,15,15,60,12.0,0.7397260273972602,0.0547945205479452,0.1643835616438356
Tartufo,Italian,428.0,29.0,45.0,4.0,5.0,50,0,230,8.0,0.6098130841121495,0.4205607476635514,0.037383177570093455
My Classic Puerto Rican Carne Guisada,Puerto Rican,568.0,23.0,34.0,50.0,5.0,15,90,105,4.0,0.3644366197183099,0.23943661971830985,0.352112676056338
Perfect Baked Jerk Chicken,Jamaican,572.0,53.0,2.0,22.0,4.6,15,85,220,6.0,0.833916083916084,0.013986013986013986,0.15384615384615385
Fried Okra,Soul Food,394.0,29.0,29.0,5.0,4.7,15,15,30,4.0,0.6624365482233503,0.29441624365482233,0.050761421319796954
Apple Danish with Crescent Roll Dough,Danish,461.0,29.0,46.0,6.0,5.0,15,40,55,12.0,0.5661605206073753,0.39913232104121477,0.052060737527114966
Asopao de Pollo,Puerto Rican,553.0,18.0,55.0,38.0,4.6,25,35,60,6.0,0.29294755877034356,0.39783001808318263,0.27486437613019893
Danish Christmas Red Cabbage,Danish,144.0,0.0,37.0,1.0,4.6,30,60,90,12.0,0.0,1.0277777777777777,0.027777777777777776
Authentic Cincinnati Chili,Southern Recipes,251.0,12.0,7.0,27.0,4.8,15,210,225,10.0,0.4302788844621514,0.11155378486055777,0.4302788844621514
Avgolemono Soup,Greek,485.0,22.0,33.0,37.0,4.8,25,130,155,6.0,0.40824742268041236,0.2721649484536082,0.30515463917525776
Swedish Apple Cake,Swedish,551.0,20.0,93.0,5.0,4.4,25,60,85,9.0,0.32667876588021777,0.6751361161524501,0.036297640653357534
Vegetable Banh Mi,Vietnamese,742.0,29.0,106.0,15.0,5.0,20,10,40,2.0,0.35175202156334234,0.5714285714285714,0.08086253369272237
Sour Cream Dough for Pierogi,Polish,67.0,1.0,12.0,2.0,4.2,10,0,10,48.0,0.13432835820895522,0.7164179104477612,0.11940298507462686
Havregrynskugler (Danish Oat Balls),Danish,92.0,4.0,13.0,2.0,3.0,30,0,90,20.0,0.391304347826087,0.5652173913043478,0.08695652173913043
Stroopwaffels II,Dutch,126.0,4.0,20.0,1.0,3.7,10,20,30,24.0,0.2857142857142857,0.6349206349206349,0.031746031746031744
Chômeur's Pudding,Canadian,344.0,9.0,66.0,3.0,4.7,15,55,70,12.0,0.23546511627906977,0.7674418604651163,0.03488372093023256
We Be Jammin' Jamaican Banana Bread,Jamaican,131.0,4.0,22.0,2.0,4.2,45,60,165,24.0,0.2748091603053435,0.6717557251908397,0.061068702290076333
