AGE,female,married,educ_cat,faminc_mid,metro_binary,race_cat,us_citizen,has_children,insured,OCC,IND,INCWAGE,FIRMSIZE,NCHILD,YEAR,STATEFIP,worker_cat,employed
26,1,0,5,87500,1,Black,1,0,1,5240,7580,16500,9,0,2025,37,Private for-profit,1
23,1,0,4,32500,1,White,1,0,1,4700,5181,30000,9,0,2025,37,Private for-profit,1
29,0,1,4,55000,1,White,0,0,1,4000,8680,50000,2,0,2025,37,Private for-profit,1
25,0,0,5,200000,1,Black,1,0,1,850,7390,64400,9,0,2025,37,Private for-profit,1
27,0,0,4,87500,1,White,1,0,1,3740,9470,47000,8,0,2025,37,Government,1
27,1,0,4,55000,1,Black,1,1,1,5920,6992,50000,9,1,2025,37,Private for-profit,1
25,1,0,4,45000,1,White,1,0,1,4622,8270,43000,9,0,2025,37,Private for-profit,1
27,1,0,4,87500,1,Black,1,0,1,3324,8180,30000,9,0,2025,37,Private for-profit,1
29,1,1,4,87500,1,Asian,1,1,1,3255,8191,140000,9,1,2025,37,Private for-profit,1
30,1,1,4,125000,1,White,1,1,1,5860,7870,60000,9,2,2025,37,Government,1
28,1,1,5,125000,1,White,1,1,1,2205,7870,57000,9,1,2025,37,Private for-profit,1
24,1,0,4,27500,1,White,1,0,0,4110,8680,3000,7,0,2025,37,Private for-profit,1
30,0,0,4,8750,1,Black,1,0,1,205,170,0,1,0,2025,37,Self-employed,1
25,1,0,4,37500,1,White,1,0,1,3255,8191,90000,9,0,2025,37,Private for-profit,1
28,0,0,4,200000,1,Other,1,0,1,1410,7380,65000,5,0,2025,37,Private for-profit,1
23,1,0,4,200000,1,White,1,0,1,3030,8370,54567,9,0,2025,37,Government,1
25,1,1,5,67500,1,Asian,1,1,1,1021,7380,210000,9,1,2025,37,Private for-profit,1
23,0,1,4,67500,1,Asian,1,1,1,1021,7380,88000,9,1,2025,37,Private for-profit,1
30,1,0,5,200000,1,White,1,0,1,1760,2190,63000,7,0,2025,37,Private for-profit,1
26,0,1,5,87500,1,Other,1,0,1,1240,7390,80000,9,0,2025,37,Government,1
23,0,0,4,87500,1,Other,1,0,0,1240,7490,0,0,0,2025,37,Government,1
30,0,1,4,200000,1,Asian,1,0,1,1021,6970,70000,9,0,2025,37,Private for-profit,1
29,0,1,4,125000,1,White,1,1,1,1108,770,150000,7,2,2025,37,Private for-profit,1
26,1,0,4,200000,1,Asian,1,0,1,1021,7380,142000,2,0,2025,37,Private for-profit,1
26,1,0,4,55000,1,White,1,0,1,136,7490,140000,5,0,2025,37,Private for-profit,1
26,0,0,4,55000,1,Black,1,0,1,440,9480,90000,9,0,2025,37,Government,1
26,0,0,4,200000,1,Asian,1,0,0,9645,4971,15000,9,0,2025,37,Private for-profit,1
23,1,0,4,6250,0,Black,1,0,1,5840,6991,32000,9,0,2025,45,Private for-profit,1
25,0,0,4,27500,0,Black,1,0,0,2920,7870,25000,9,0,2025,45,Unemployed,0
25,1,1,4,125000,1,White,1,0,1,3255,8191,58000,9,0,2025,45,Private for-profit,1
30,0,0,4,87500,1,White,1,0,0,1530,570,45000,9,0,2025,45,Private for-profit,1
29,1,0,4,87500,1,White,1,0,1,3245,8090,45000,2,0,2025,45,Private for-profit,1
29,0,1,4,27500,1,White,0,0,0,6050,170,40000,1,0,2025,45,Private for-profit,1
30,1,1,5,125000,1,White,1,0,1,2002,7870,52000,9,0,2025,45,Government,1
22,1,0,4,67500,1,White,1,0,1,4600,7860,1700,5,0,2025,45,Unemployed,0
27,1,1,5,200000,1,White,1,0,1,3110,8191,117000,7,0,2025,45,Private for-profit,1
30,1,1,5,125000,1,White,1,1,1,2310,7860,62000,9,1,2025,45,Government,1
30,1,0,5,200000,1,White,1,0,1,2100,7270,195000,8,0,2025,45,Self-employed,1
28,0,0,5,87500,1,White,1,0,1,3090,8191,30375,8,0,2025,45,Private for-profit,1
26,1,0,4,87500,1,Black,1,0,1,5860,7870,10000,9,0,2025,45,Unemployed,0
28,1,1,4,55000,1,White,1,0,1,4621,7870,46002,9,0,2025,45,Government,1
29,0,0,4,125000,1,White,1,0,1,1410,1870,105000,9,0,2025,45,Private for-profit,1
29,1,1,4,200000,1,Asian,0,0,1,1240,7380,70000,5,0,2025,45,Unemployed,0
23,1,1,4,200000,1,White,1,0,1,5810,9160,21000,8,0,2025,45,Private for-profit,1
28,0,1,5,200000,1,White,1,1,1,2100,7870,200000,7,2,2025,45,Government,1
28,1,1,5,200000,1,White,1,1,1,2100,7270,85000,8,2,2025,45,Part-time,1
26,1,0,4,87500,1,Black,1,0,1,735,3690,76000,9,0,2025,45,Private for-profit,1
23,1,0,4,125000,1,White,1,0,0,5000,4590,35000,9,0,2025,45,Private for-profit,1
25,0,1,4,125000,1,White,1,0,1,845,6992,58000,9,0,2025,45,Private for-profit,1
30,0,1,5,200000,1,White,1,0,1,5000,7270,75000,8,0,2025,45,Private for-profit,1
30,1,0,4,45000,1,Black,1,1,1,420,8370,107000,9,1,2025,45,Private for-profit,1
27,1,0,5,87500,1,Asian,0,0,1,1530,7290,91000,9,0,2025,45,Private for-profit,1
29,1,0,4,200000,1,White,1,0,1,5160,6871,28000,7,0,2025,45,Private for-profit,1
25,1,0,4,200000,1,White,1,0,1,2721,5171,350000,9,0,2025,45,Private for-profit,1
23,0,0,5,200000,1,White,1,0,1,845,2980,50000,9,0,2025,45,Private for-profit,1
27,1,0,4,87500,1,Black,1,0,1,3255,8191,84000,9,0,2025,45,Private for-profit,1
30,1,1,4,87500,1,Black,1,1,1,3255,8191,65000,7,1,2025,45,Private for-profit,1
26,1,1,4,67500,1,Black,1,1,1,2005,8390,38000,9,1,2025,45,Government,1
29,0,1,4,200000,1,White,1,0,1,1240,7460,85000,2,0,2025,45,Private for-profit,1
29,1,1,5,200000,1,White,1,0,1,3050,4971,120000,9,0,2025,45,Private for-profit,1
30,1,1,4,200000,1,White,1,1,1,5240,7380,88000,8,3,2025,45,Private for-profit,1
23,1,0,4,55000,1,White,1,0,1,1240,3960,30000,7,0,2025,45,Private for-profit,1
27,0,0,5,125000,1,White,1,0,1,1021,3180,100000,9,0,2025,45,Private for-profit,1
29,0,0,5,87500,1,White,1,0,1,2722,7870,18000,8,0,2025,45,Private for-profit,1
28,0,1,4,200000,1,White,1,0,1,8610,5081,93000,9,0,2025,45,Private for-profit,1
26,1,1,4,200000,1,White,1,0,1,3255,8191,65000,9,0,2025,45,Private for-profit,1
26,0,0,4,200000,1,Black,1,0,1,1320,3580,85000,2,0,2025,45,Private for-profit,1
30,0,0,4,55000,1,White,0,0,1,4220,8660,24000,9,0,2025,45,Private for-profit,1
25,1,0,4,45000,1,White,1,0,1,2310,7860,49000,9,0,2025,45,Government,1
27,0,1,5,200000,1,White,1,1,1,4760,4796,420000,9,2,2025,45,Private for-profit,1
28,1,1,4,200000,1,White,1,1,1,51,4796,130000,5,2,2025,45,Private for-profit,1
26,0,1,4,87500,1,White,1,0,1,7010,7870,39000,7,0,2025,45,Private for-profit,1
23,1,1,4,87500,1,White,1,0,1,5740,6481,39000,8,0,2025,45,Private for-profit,1
27,0,0,4,32500,0,White,1,0,0,4540,6280,25000,9,0,2025,13,Private for-profit,1
29,1,0,5,125000,0,White,1,0,1,20,7790,95000,7,0,2025,13,Private for-profit,1
23,0,0,4,55000,0,White,1,0,1,4760,5171,0,0,0,2025,13,Unemployed,0
29,1,0,5,87500,1,White,1,0,1,2310,7860,48000,8,0,2025,13,Government,1
28,0,1,4,87500,0,White,1,1,1,1430,3960,101000,9,1,2025,13,Private for-profit,1
30,0,1,4,37500,1,Black,1,0,1,4020,8680,33600,7,0,2025,13,Private for-profit,1
24,1,1,4,125000,1,White,1,0,1,2310,7860,46000,9,0,2025,13,Government,1
26,0,0,4,67500,1,White,0,0,1,4720,8680,50000,1,0,2025,13,Part-time,1
25,0,1,4,67500,1,White,1,1,1,7340,8870,28000,1,2,2025,13,Private for-profit,1
28,1,1,5,55000,1,White,1,1,1,1006,8080,22000,5,1,2025,13,Part-time,1
29,1,0,4,125000,1,Black,1,0,1,1980,9370,45000,9,0,2025,13,Government,1
29,0,1,4,200000,1,Other,1,0,1,52,7380,115000,9,0,2025,13,Private for-profit,1
27,1,1,4,200000,1,White,1,0,1,860,6991,100000,9,0,2025,13,Private for-profit,1
29,0,1,4,87500,1,White,1,1,1,51,6170,46000,7,2,2025,13,Private for-profit,1
30,1,0,4,55000,1,Black,1,0,1,4110,8680,25000,9,0,2025,13,Private for-profit,1
27,1,1,4,200000,1,White,1,0,1,2545,7860,150000,9,0,2025,13,Self-employed,1
30,1,0,4,67500,1,White,1,0,1,3640,7980,214000,7,0,2025,13,Private for-profit,1
27,1,1,5,87500,1,White,1,0,1,1825,8080,55000,9,0,2025,13,Private for-profit,1
30,0,1,4,87500,1,White,1,0,1,4055,8680,58000,1,0,2025,13,Private for-profit,1
26,0,1,4,87500,1,White,1,1,1,705,8680,82000,9,3,2025,13,Private for-profit,1
29,1,1,4,67500,1,White,1,0,1,4710,7860,75000,8,0,2025,13,Private for-profit,1
28,0,0,4,37500,1,Black,1,0,1,1050,7380,82500,9,0,2025,13,Private for-profit,1
26,0,1,4,67500,1,White,1,0,1,120,6871,0,0,0,2025,13,Private for-profit,1
28,1,0,4,125000,1,Black,1,0,1,3820,9590,120000,9,0,2025,13,Government,1
30,0,1,4,17500,1,Asian,0,0,1,5740,8191,12000,9,0,2025,13,Part-time,1
24,1,0,4,200000,1,Black,1,0,0,5740,8770,20000,9,0,2025,13,Private for-profit,1
25,1,1,4,87500,1,Black,1,0,1,9130,6380,44000,9,0,2025,13,Private for-profit,1
27,0,1,4,87500,1,Black,1,0,1,9600,5392,48000,9,0,2025,13,Private for-profit,1
28,0,0,5,200000,1,White,1,0,1,3645,8191,25000,9,0,2025,13,Private for-profit,1
26,1,0,5,200000,1,White,1,0,1,4700,5791,64000,1,0,2025,13,Private for-profit,1
27,0,0,4,200000,1,White,1,0,1,4850,4170,65000,8,0,2025,13,Private for-profit,1
26,1,0,4,45000,1,White,1,0,1,440,7390,92000,9,0,2025,13,Private for-profit,1
24,1,0,5,37500,1,White,1,0,1,1970,7870,40000,9,0,2025,13,Government,1
26,0,0,4,37500,1,Asian,1,0,1,1970,7870,40000,9,0,2025,13,Government,1
25,0,1,4,17500,1,White,0,1,1,9600,770,20000,2,2,2025,13,Unemployed,0
26,0,1,4,125000,1,White,1,0,1,3255,8191,80727,9,0,2025,13,Private for-profit,1
26,1,1,4,125000,1,White,1,0,1,440,6070,60858,9,0,2025,13,Private for-profit,1
25,0,0,5,200000,1,Asian,0,0,1,845,7490,131000,9,0,2025,13,Private for-profit,1
27,0,1,4,200000,1,Black,1,1,1,1007,6890,144500,9,2,2025,13,Private for-profit,1
28,0,0,5,67500,1,White,0,0,1,1650,7460,32000,8,0,2025,13,Private for-profit,1
24,1,0,4,6250,1,Black,1,0,1,2300,8470,30000,9,0,2025,13,Private for-profit,1
24,0,0,5,125000,1,Asian,1,0,1,1021,7380,140000,9,0,2025,13,Private for-profit,1
28,1,1,4,125000,1,Asian,1,0,1,5710,7890,70000,5,0,2025,13,Private for-profit,1
25,0,0,4,55000,1,White,1,0,1,1360,770,30000,1,0,2025,13,Private for-profit,1
25,0,0,4,55000,1,White,1,0,1,4850,4090,65000,8,0,2025,13,Private for-profit,1
24,0,0,4,55000,1,Black,0,0,1,5240,5791,26000,9,0,2025,13,Private for-profit,1
29,1,0,5,200000,1,Black,1,0,1,3647,5071,28000,9,0,2025,13,Private for-profit,1
27,0,0,4,125000,1,Black,1,0,1,10,7390,0,0,0,2025,13,Self-employed,1
28,1,1,4,55000,1,White,1,0,1,2016,8370,43000,7,0,2025,13,Unemployed,0
29,0,1,4,55000,1,Other,1,0,1,1530,1990,87000,9,0,2025,13,Private for-profit,1
24,1,0,4,45000,1,Black,1,1,1,3645,8191,52000,1,2,2025,13,Private for-profit,1
23,1,0,4,200000,1,White,1,0,1,2640,7370,17000,2,0,2025,13,Part-time,1
25,1,0,4,200000,1,White,1,0,1,5860,9470,57500,8,0,2025,13,Government,1
28,0,0,4,200000,1,White,1,0,1,6835,770,49000,5,0,2025,13,Private for-profit,1
27,0,0,4,125000,1,White,1,0,1,6355,770,88400,5,0,2025,13,Private for-profit,1
27,1,0,4,67500,1,Black,1,0,1,910,6890,30000,2,0,2025,13,Private for-profit,1
27,0,0,4,67500,1,White,1,0,1,5400,8590,35426,9,0,2025,13,Private for-profit,1
29,1,1,5,87500,1,Other,0,1,1,4720,5090,50000,1,2,2025,13,Private for-profit,1
24,1,1,4,45000,1,White,1,1,1,2310,7860,20000,9,1,2025,13,Part-time,1
26,1,0,4,32500,1,White,1,0,1,4760,5081,23000,2,0,2025,13,Private for-profit,1
26,1,0,4,55000,1,White,1,0,1,3255,8191,60000,9,0,2025,13,Private for-profit,1
30,1,0,4,200000,1,White,1,0,1,5940,6280,75000,9,0,2025,13,Private for-profit,1
26,1,1,4,87500,1,White,1,1,1,9645,6390,86000,9,1,2025,13,Private for-profit,1
28,0,1,5,87500,1,White,1,1,1,6260,770,3000,1,1,2025,13,Private for-profit,1
26,0,0,5,125000,1,Asian,0,0,1,440,7870,45000,9,0,2025,13,Private for-profit,1
27,0,0,5,125000,1,Asian,0,0,1,1360,770,110000,9,0,2025,13,Private for-profit,1
23,1,0,4,200000,1,White,1,0,1,4110,8680,85000,2,0,2025,13,Private for-profit,1
22,1,0,4,55000,1,White,1,0,0,3255,7970,0,0,0,2025,13,Private for-profit,1
29,1,0,4,67500,0,White,1,0,1,4810,6991,72000,7,0,2025,12,Private for-profit,1
29,1,0,4,125000,0,White,1,1,1,800,7280,50000,8,2,2025,12,Private for-profit,1
26,0,1,4,37500,1,White,1,0,1,51,8180,35000,2,0,2025,12,Private for-profit,1
26,1,0,4,17500,1,White,1,0,0,4110,8680,15000,9,0,2025,12,Part-time,1
27,0,1,4,200000,1,White,1,0,1,9030,6070,110000,9,0,2025,12,Private for-profit,1
24,1,0,4,37500,1,White,1,0,1,2320,7860,31000,9,0,2025,12,Government,1
29,1,0,4,125000,1,White,1,0,1,2310,7860,49500,7,0,2025,12,Government,1
28,1,0,5,55000,1,Asian,0,0,1,1021,3570,110000,9,0,2025,12,Private for-profit,1
24,1,1,4,125000,1,Black,1,1,1,3602,8370,58000,8,1,2025,12,Part-time,1
27,0,0,4,67500,1,White,1,0,1,600,770,43680,2,0,2025,12,Private for-profit,1
26,1,0,4,87500,1,White,1,0,1,3421,8191,24000,9,0,2025,12,Private for-profit,1
26,0,0,4,87500,1,White,1,0,1,1050,7380,40000,5,0,2025,12,Private for-profit,1
28,0,0,4,37500,1,White,1,0,1,5860,7860,40000,9,0,2025,12,Government,1
28,1,0,4,200000,1,White,1,0,1,3300,8191,77861,9,0,2025,12,Private for-profit,1
30,0,0,5,200000,1,White,1,0,1,10,6991,105772,2,0,2025,12,Private for-profit,1
25,0,0,4,17500,1,White,1,0,1,6765,770,25000,1,0,2025,12,Private for-profit,1
23,1,0,4,87500,1,White,0,0,0,725,7780,0,1,0,2025,12,Self-employed,1
25,1,0,4,55000,1,White,1,0,1,2310,7860,50000,9,0,2025,12,Private for-profit,1
28,0,1,4,55000,1,White,1,1,1,5610,5392,40000,9,4,2025,12,Private for-profit,1
24,1,0,4,45000,1,Black,1,0,1,2600,7390,60000,7,0,2025,12,Private for-profit,1
30,0,0,4,67500,1,Black,1,0,1,9130,6170,78000,2,0,2025,12,Private for-profit,1
26,0,0,4,11250,1,White,1,0,1,4710,6992,125000,9,0,2025,12,Government,1
25,1,0,4,67500,1,White,1,0,1,4435,8590,35000,2,0,2025,12,Private for-profit,1
26,1,0,4,200000,1,White,0,0,1,4055,8680,26000,9,0,2025,12,Private for-profit,1
25,1,0,5,37500,1,White,1,0,1,2205,6970,20000,9,0,2025,12,Private for-profit,1
28,1,1,4,200000,1,White,0,1,1,4710,4585,122000,9,2,2025,12,Private for-profit,1
23,0,0,4,200000,1,White,1,0,1,0,0,0,0,0,2025,12,Unemployed,0
25,1,0,4,200000,1,White,1,0,1,2310,7860,52000,9,0,2025,12,Government,1
22,1,0,4,125000,1,Black,1,0,1,5240,8590,100000,7,0,2025,12,Private for-profit,1
24,0,0,5,200000,1,White,1,0,1,1305,7290,0,1,0,2025,12,Self-employed,1
22,1,0,4,200000,1,White,1,0,1,725,7780,0,1,0,2025,12,Self-employed,1
30,1,0,4,37500,1,White,0,0,1,3603,8180,40000,5,0,2025,12,Private for-profit,1
27,0,0,4,125000,1,White,1,0,0,10,4585,120000,2,0,2025,12,Self-employed,1
29,1,0,4,67500,1,Black,1,1,1,5400,7480,26000,9,1,2025,12,Private for-profit,1
23,1,0,4,200000,1,Asian,1,0,1,565,8562,23000,8,0,2025,12,Private for-profit,1
29,0,1,4,125000,1,White,1,0,1,120,9380,215000,9,0,2025,12,Government,1
28,1,1,4,125000,1,White,0,0,1,3870,9470,89000,9,0,2025,12,Government,1
29,1,0,4,125000,1,White,1,0,1,4800,7470,80000,9,0,2025,12,Private for-profit,1
23,1,0,4,2500,1,White,1,0,1,2825,8563,0,0,0,2025,12,Private for-profit,1
30,0,0,4,87500,1,White,1,0,1,9620,8590,3000,8,0,2025,12,Unemployed,0
25,1,1,5,125000,1,White,1,0,1,630,2570,65000,7,0,2025,12,Private for-profit,1
30,0,1,5,37500,1,White,1,0,1,3050,8191,36000,9,0,2025,12,Private for-profit,1
25,1,1,5,37500,1,White,1,0,1,0,0,0,0,0,2025,12,Unemployed,0
27,1,1,5,67500,1,White,0,1,1,5400,7690,30000,8,2,2025,12,Private for-profit,1
22,1,0,5,2500,1,White,0,0,0,9620,7181,0,0,0,2025,12,Part-time,1
23,1,0,4,87500,1,White,1,0,1,5400,8090,15000,9,0,2025,12,Part-time,1
29,0,0,5,67500,1,White,0,0,1,4655,9090,0,1,0,2025,12,Part-time,1
25,1,0,4,200000,1,White,1,0,1,4850,770,137000,1,0,2025,12,Private for-profit,1
25,0,0,4,200000,1,White,1,0,1,220,770,90000,1,0,2025,12,Private for-profit,1
28,0,0,4,125000,1,White,1,0,1,4830,7670,40000,5,0,2025,12,Private for-profit,1
29,1,0,4,125000,1,White,1,0,1,5240,8191,60000,9,0,2025,12,Private for-profit,1
28,0,0,4,55000,1,White,1,0,1,8555,3875,25000,1,0,2025,12,Part-time,1
28,1,0,4,55000,1,White,1,0,1,735,7390,42000,1,0,2025,12,Private for-profit,1
28,0,0,5,87500,1,White,1,0,1,2320,7860,80000,7,0,2025,12,Government,1
28,1,0,4,32500,1,White,1,0,1,220,770,3500,5,0,2025,12,Private for-profit,1
26,1,0,4,125000,1,White,1,0,1,1108,7870,50000,8,0,2025,12,Private for-profit,1
28,1,0,4,200000,1,White,1,0,1,3255,8191,65000,8,0,2025,12,Private for-profit,1
28,1,0,4,22500,1,White,1,0,0,3255,8191,91000,2,0,2025,12,Private for-profit,1
30,1,1,5,87500,1,White,1,0,1,3050,5071,141000,7,0,2025,12,Private for-profit,1
26,1,1,4,200000,1,White,1,1,1,20,4771,70,7,1,2025,12,Private for-profit,1
28,1,0,4,55000,1,White,1,1,1,4920,7072,50000,1,3,2025,12,Private for-profit,1
30,0,0,5,87500,1,White,1,0,1,2810,6471,60000,8,0,2025,12,Private for-profit,1
29,0,0,5,87500,1,White,1,0,1,2310,7860,50000,9,0,2025,12,Government,1
26,1,0,5,87500,1,White,1,0,1,230,7860,70000,9,0,2025,12,Government,1
30,1,1,4,125000,1,Other,1,1,1,4920,7071,0,1,1,2025,12,Self-employed,1
27,0,0,5,200000,1,Asian,0,0,1,1021,4670,106000,9,0,2025,12,Private for-profit,1
29,1,0,4,67500,1,White,0,0,1,4810,6992,40000,1,0,2025,12,Private for-profit,1
26,1,0,4,125000,1,White,1,0,1,4655,7780,52000,5,0,2025,12,Private for-profit,1
28,0,0,4,125000,1,White,1,0,1,910,6970,60000,5,0,2025,12,Private for-profit,1
23,1,0,4,27500,1,Black,1,0,1,710,6992,4000,2,0,2025,12,Part-time,1
30,1,0,4,125000,1,White,1,1,1,350,8180,90000,1,1,2025,12,Private for-profit,1
24,1,0,4,27500,1,White,1,0,1,9640,5071,73000,9,0,2025,12,Private for-profit,1
25,0,0,4,27500,1,White,1,0,1,4840,6690,100000,9,0,2025,12,Private for-profit,1
30,0,1,4,2500,1,Black,0,1,0,9142,6190,13000,9,1,2025,12,Self-employed,1
24,0,0,4,200000,1,White,1,0,1,4760,5171,0,0,0,2025,12,Part-time,1
24,0,0,4,125000,1,White,1,0,1,9030,6070,68000,9,0,2025,12,Private for-profit,1
30,1,0,4,87500,1,White,0,0,1,9610,6290,45000,8,0,2025,12,Private for-profit,1
25,1,0,4,55000,1,White,1,0,0,4622,8290,43000,9,0,2025,12,Unemployed,0
29,0,0,4,67500,1,White,1,0,1,1021,3580,1099999,9,0,2025,12,Private for-profit,1
28,1,0,4,200000,1,Black,1,0,1,3255,8090,60000,9,0,2025,12,Private for-profit,1
25,1,0,4,37500,1,Other,1,0,1,5400,7970,19000,2,0,2025,12,Part-time,1
24,1,0,4,27500,1,White,0,0,1,3422,8090,44000,9,0,2025,12,Part-time,1
22,1,0,4,11250,1,White,1,0,0,3422,8090,38000,7,0,2025,12,Part-time,1
28,1,1,4,125000,1,White,1,1,1,850,6871,70000,9,1,2025,12,Private for-profit,1
30,0,0,5,125000,1,White,1,0,1,1320,3580,115000,9,0,2025,12,Private for-profit,1
29,0,0,4,37500,1,White,1,0,1,700,8680,79000,9,0,2025,12,Private for-profit,1
30,0,1,4,200000,1,White,1,0,1,300,8660,88000,5,0,2025,12,Private for-profit,1
29,1,0,4,55000,1,White,0,0,1,4720,8191,125000,9,0,2025,12,Private for-profit,1
24,1,0,4,55000,1,White,0,0,1,5400,8090,45000,1,0,2025,12,Private for-profit,1
26,0,0,4,200000,1,White,1,0,1,9130,4470,50000,2,0,2025,12,Private for-profit,1
28,0,1,4,200000,1,White,1,0,1,9030,6070,150000,9,0,2025,12,Private for-profit,1
28,1,1,4,200000,1,White,1,0,1,4055,8680,24000,7,0,2025,12,Part-time,1
30,0,0,4,67500,1,White,1,0,1,9130,4470,65000,2,0,2025,12,Private for-profit,1
27,1,0,4,87500,1,White,1,0,1,3255,8191,83000,9,0,2025,12,Private for-profit,1
30,1,1,5,55000,1,White,0,1,1,5510,6380,0,1,2,2025,12,Part-time,1
30,0,0,5,200000,1,White,1,0,1,1320,3580,115000,9,0,2025,12,Private for-profit,1
28,0,0,4,200000,1,Black,1,0,1,440,7380,60000,8,0,2025,12,Private for-profit,1
27,0,0,4,125000,1,White,0,0,1,6240,770,50000,1,0,2025,12,Private for-profit,1
27,0,0,4,200000,1,Asian,1,0,1,3255,8191,120000,9,0,2025,12,Private for-profit,1
30,1,1,4,17500,1,White,1,0,1,440,7580,140000,9,0,2025,12,Private for-profit,1
24,1,0,4,200000,1,White,0,1,1,9640,5071,16000,2,1,2025,12,Private for-profit,1
27,0,0,4,200000,1,White,0,0,1,4500,8980,23000,2,0,2025,12,Private for-profit,1
25,1,1,5,200000,1,White,1,1,1,4965,7690,57000,9,2,2025,12,Private for-profit,1
29,0,1,5,55000,1,White,0,0,0,4150,8680,20000,7,0,2025,12,Private for-profit,1
28,1,1,4,55000,1,White,0,0,0,4110,8680,30000,7,0,2025,12,Private for-profit,1
30,1,0,4,200000,1,White,1,0,1,2435,6770,30000,9,0,2025,12,Private for-profit,1
29,1,1,4,87500,1,White,1,1,1,500,8680,0,0,3,2025,12,Unemployed,0
26,0,0,5,200000,1,White,1,0,1,2723,8590,318,9,0,2025,12,Unemployed,0
27,1,0,4,55000,1,Other,1,0,1,4055,4971,16922,9,0,2025,12,Part-time,1
25,0,0,4,55000,1,White,1,0,1,230,7870,57002,9,0,2025,12,Private for-profit,1
25,1,0,4,200000,1,White,1,0,0,3255,8180,91000,9,0,2025,12,Private for-profit,1
23,0,0,4,200000,1,White,1,0,1,1410,3390,40000,7,0,2025,12,Private for-profit,1
23,1,0,4,200000,1,White,1,0,1,2905,6671,10300,9,0,2025,12,Private for-profit,1
28,0,0,4,87500,1,White,1,0,1,3870,9470,70000,7,0,2025,12,Government,1
29,0,0,5,200000,1,White,1,0,1,5120,7280,52750,9,0,2025,12,Self-employed,1
29,0,0,4,87500,1,White,1,0,1,4720,4971,35000,7,0,2025,12,Private for-profit,1
24,1,0,4,55000,1,Black,1,0,1,3110,8370,54567,9,0,2025,12,Government,1
24,0,0,4,67500,1,White,0,0,1,1007,8191,44500,9,0,2025,12,Private for-profit,1
29,1,0,4,67500,1,White,1,0,1,3255,8191,70000,9,0,2025,12,Part-time,1
27,0,0,4,32500,1,White,1,0,1,5740,6890,18000,1,0,2025,12,Private for-profit,1
26,1,1,4,87500,1,White,1,0,1,2320,7860,54000,8,0,2025,12,Government,1
30,1,1,4,125000,1,White,1,0,1,3945,9590,48000,7,0,2025,12,Government,1
28,1,0,4,125000,1,White,1,0,1,3255,8191,85000,9,0,2025,12,Private for-profit,1
26,1,1,4,67500,1,White,1,1,1,3323,8191,80000,2,1,2025,12,Private for-profit,1
29,1,1,4,200000,1,Black,0,1,1,2850,8564,30000,5,1,2025,12,Part-time,1
28,1,1,4,125000,1,Black,1,0,1,4810,6992,40000,9,0,2025,12,Private for-profit,1
27,0,0,4,67500,1,Other,1,0,1,1021,7380,34703,5,0,2025,12,Private for-profit,1
25,1,0,5,200000,1,White,1,0,1,420,9170,48000,7,0,2025,12,Private for-profit,1
25,0,0,4,200000,1,White,1,0,1,1450,3580,50000,1,0,2025,12,Private for-profit,1
29,1,0,5,200000,1,White,1,0,1,3245,8370,72000,2,0,2025,12,Part-time,1
28,0,0,4,200000,1,Asian,1,0,1,1108,7380,60000,8,0,2025,12,Private for-profit,1
29,0,0,4,200000,1,White,1,0,1,1006,6380,70000,9,0,2025,12,Private for-profit,1
28,1,0,4,200000,1,White,1,0,1,705,7380,200000,8,0,2025,12,Private for-profit,1
24,0,0,4,200000,1,White,1,0,1,6230,770,47000,9,0,2025,12,Private for-profit,1
25,1,0,4,55000,1,White,1,0,1,4965,4585,51570,2,0,2025,12,Private for-profit,1
28,1,0,4,67500,1,White,1,0,1,3110,8070,64000,2,0,2025,12,Private for-profit,1
23,0,1,4,67500,0,White,1,1,1,10,2370,17000,1,1,2025,21,Self-employed,1
30,1,1,4,87500,0,White,1,1,1,5120,3895,43000,7,1,2025,21,Private for-profit,1
30,0,1,4,87500,0,White,1,1,1,3870,9470,35000,1,1,2025,21,Government,1
30,0,1,4,8750,0,White,0,1,1,6050,170,50000,5,1,2025,21,Unemployed,0
24,1,1,4,200000,1,White,1,0,1,1970,7970,33280,5,0,2025,21,Part-time,1
28,1,1,4,67500,0,White,1,1,1,930,9380,33000,9,2,2025,21,Government,1
29,1,1,4,125000,1,White,1,1,1,2145,7270,40000,7,1,2025,21,Part-time,1
25,1,0,4,200000,1,White,1,0,1,5000,7860,80000,7,0,2025,21,Government,1
23,0,0,4,125000,1,White,1,0,1,3310,7980,39000,2,0,2025,21,Part-time,1
28,1,0,4,37500,1,White,1,0,1,4110,8680,27500,9,0,2025,21,Part-time,1
28,0,1,4,200000,1,White,1,0,1,1460,3570,90000,9,0,2025,21,Private for-profit,1
27,1,1,4,200000,1,White,1,0,1,4700,5171,20000,1,0,2025,21,Self-employed,1
27,1,1,5,200000,1,White,1,0,1,3050,5071,145612,9,0,2025,21,Private for-profit,1
28,0,1,4,200000,1,White,1,1,1,3255,8191,94848,7,1,2025,21,Part-time,1
30,0,1,4,125000,1,White,1,0,1,8640,1370,65000,5,0,2025,21,Private for-profit,1
25,0,0,4,87500,1,White,1,0,1,930,7280,134000,7,0,2025,21,Private for-profit,1
26,1,0,4,27500,1,White,1,0,1,4435,8590,23000,9,0,2025,21,Part-time,1
